Velo,SpinRate,HorzBreak,InducedVertBreak,PredictionChance
93.18,2167.0,10.55,14.12,0.27626590142501645
94.7,2397.0,7.57,18.9,0.23039366376818698
94.9,2138.0,13.63,12.05,0.2989403855905037
94.75,2561.0,10.62,13.31,0.2625924189139306
94.53,2148.0,8.85,15.86,0.2613849612216219
98.77,2474.0,7.61,15.12,0.24597916287329244
93.28,2202.0,-4.73,15.13,0.22589807847743323
93.52,2250.0,3.29,11.24,0.2675466392015116
89.03,2605.0,3.73,16.78,0.22497429205559458
92.78,2158.0,7.37,15.99,0.25665211022950263
92.56,2247.0,4.16,14.23,0.25354606710132305
94.05,2273.0,5.78,21.54,0.217346987241402
93.51,2555.0,14.31,15.67,0.26062082270125153
87.71,2200.0,7.67,18.9,0.24162364981285667
93.93,2075.0,16.27,9.68,0.32614808766596537
93.7,2035.0,10.18,16.48,0.2671434576238341
98.38,2136.0,15.68,8.91,0.32397990386444053
95.19,2394.0,7.78,15.95,0.2467723751337927
93.7,2278.0,13.86,18.01,0.25822539076382
91.32,2249.0,2.32,19.76,0.2194084328800616
95.12,2445.0,5.05,17.28,0.23003816029533786
93.92,2148.0,17.58,12.29,0.31000514207902735
92.41,2146.0,9.8,17.63,0.2550572413175562
92.2,2138.0,17.34,10.01,0.3251715521447351
90.06,2326.0,5.29,21.03,0.21805556325117756
88.64,2112.0,16.06,9.17,0.32943415134550275
97.8,2598.0,-1.41,16.27,0.21135647338530095
92.01,2336.0,10.24,19.83,0.2362357825862022
95.29,2336.0,17.43,5.96,0.34045182204209085
91.86,1932.0,15.65,8.41,0.3407841190445306
90.96,2158.0,12.05,7.97,0.3205312857154848
93.44,2357.0,10.03,17.11,0.24899436232393513
96.65,2551.0,8.77,17.99,0.23131492545007726
90.27,2066.0,15.29,8.44,0.33322397495242523
95.47,2445.0,-2.95,6.12,0.269173389752669
88.51,2202.0,10.04,16.64,0.2605090739479032
92.99,2550.0,6.68,5.93,0.2958978499566521
88.23,1880.0,3.92,14.99,0.2666624707704394
94.23,2400.0,5.47,16.39,0.23811304651659157
94.4,2206.0,14.86,13.88,0.28850439335084
94.19,2348.0,12.89,15.4,0.2670259480310765
95.66,2174.0,10.48,16.66,0.2599193777485144
95.93,2325.0,13.22,15.91,0.2653446542056712
93.01,2286.0,9.04,18.81,0.24013943772977983
92.15,2209.0,12.7,10.87,0.301148433583456
98.21,2249.0,11.47,12.17,0.2846844448750721
94.07,2241.0,6.69,16.45,0.2479968718205883
93.6,2586.0,7.71,18.84,0.22382563881808895
95.48,2240.0,16.64,10.98,0.30999827428223437
91.72,2025.0,15.94,10.35,0.32429443926716783
75.68,1946.0,6.69,15.26,0.27572121234478447
95.07,2381.0,-2.98,11.46,0.24198909825018367
94.24,2038.0,13.52,7.26,0.33458147750076916
97.77,2188.0,4.86,15.62,0.24822060303120771
89.82,2358.0,14.7,15.19,0.27506970371251416
92.78,2293.0,7.47,19.01,0.2345807823593026
93.07,1976.0,5.96,16.14,0.2596696344008652
97.25,2511.0,12.97,17.65,0.24608983639803428
96.11,2362.0,5.85,18.55,0.22853078175281186
91.01,2364.0,7.09,15.62,0.2496497836410609
96.08,2092.0,15.04,7.81,0.3323858156284818
94.9,2621.0,5.73,21.69,0.20282739530730215
95.89,2432.0,4.47,19.61,0.21677861694209255
92.35,1896.0,12.53,12.13,0.3079365930263692
93.77,2503.0,5.76,9.04,0.27612898122211504
91.85,2024.0,5.64,17.18,0.2512865186060491
97.38,2010.0,17.36,8.97,0.3361095593499923
93.73,2157.0,18.09,3.71,0.3682147926868073
94.3,2229.0,5.92,16.58,0.24554624506560035
95.05,2317.0,11.42,11.34,0.28774812812934136
86.35,1884.0,13.49,8.27,0.33959289706406837
91.65,2576.0,14.56,14.29,0.26915863187642747
91.08,1945.0,2.6,17.88,0.24261808261344323
88.94,2131.0,11.78,12.26,0.29486896815349406
94.74,2111.0,19.41,13.3,0.3109539174068372
96.74,2421.0,3.83,17.68,0.22507792121490253
92.61,2513.0,9.32,15.18,0.25128471646124784
94.64,2209.0,17.25,8.32,0.3311189862170237
92.19,2474.0,3.19,13.52,0.2450737324699647
94.9,1961.0,16.65,11.23,0.32265368041757964
92.36,2053.0,15.39,11.34,0.31440716761642556
94.52,2406.0,12.63,15.6,0.26235970462125535
96.26,2146.0,13.33,15.91,0.27367812505868877
95.38,2229.0,12.24,13.2,0.28303429776992883
91.75,2389.0,6.24,16.52,0.24097337857735412
93.21,2371.0,9.1,14.89,0.2582722953199911
91.89,2190.0,3.59,16.06,0.24453858449613425
97.42,2763.0,1.69,19.68,0.19648784226869895
94.24,2261.0,9.83,13.05,0.27562668647256194
94.24,1992.0,16.42,7.0,0.3485356321198163
87.81,1704.0,2.16,8.83,0.3070298923667414
93.08,2097.0,2.34,18.34,0.23228875813402544
94.79,1883.0,11.33,9.74,0.3187818215069548
93.49,2170.0,1.69,19.69,0.22045798672809774
98.04,2461.0,13.84,14.79,0.26660994770051977
93.13,1995.0,12.36,12.92,0.29726766025174134
93.35,2400.0,9.07,19.01,0.2342457537657638
95.63,2296.0,16.47,8.41,0.3230419394598958
93.45,2161.0,18.49,10.23,0.3257807817173305
93.21,2451.0,12.08,13.46,0.2716668197374981
93.51,2151.0,10.44,14.77,0.2726945116710676
95.68,2442.0,15.02,13.76,0.2780703094628067
91.42,2319.0,7.94,20.77,0.22605365712304062
90.38,1951.0,14.28,11.38,0.31656318398596744
95.88,2305.0,11.95,15.02,0.26768212757501725
94.48,2171.0,6.59,18.52,0.23923755883745415
96.78,2482.0,10.67,13.1,0.26664391131089327
93.23,2428.0,8.88,17.67,0.23978313299080115
92.35,2488.0,10.95,7.51,0.3028796694601545
96.46,1980.0,7.29,17.21,0.25585040644117124
99.75,2129.0,16.12,8.55,0.3274789386610745
93.63,1970.0,17.58,14.28,0.30634593859236037
92.53,2150.0,2.99,19.67,0.22511648523177855
90.4,2116.0,19.01,8.64,0.3417881370594141
92.83,2163.0,16.26,17.29,0.2750366449426491
92.22,2097.0,10.94,17.13,0.26345697783634914
92.45,2400.0,4.66,18.66,0.22467360418942797
96.38,2582.0,3.85,18.62,0.21411311957005472
86.8,2304.0,11.82,12.78,0.2845510752964463
91.1,2149.0,6.5,14.26,0.2651126966406239
98.7,2229.0,6.85,14.98,0.25527476525703663
91.78,1920.0,2.15,9.58,0.2900770676739267
90.8,2452.0,6.65,16.17,0.2417150921051808
92.27,2301.0,6.97,17.36,0.24195037218214085
89.85,2352.0,7.7,19.85,0.22947072618931116
95.43,2294.0,4.55,17.67,0.23273268925669488
97.89,2385.0,16.23,9.1,0.31229938918375766
93.41,1862.0,10.97,8.71,0.32597980704475454
93.45,2658.0,4.96,15.11,0.23311951951004548
95.48,2260.0,13.33,8.87,0.31171042829981627
92.84,2337.0,10.35,19.84,0.23611351912865075
93.21,2230.0,10.95,14.48,0.2724297573098702
93.51,2078.0,9.28,16.69,0.2614431218584791
94.05,2216.0,15.37,11.89,0.30204780995331537
93.2,2093.0,-0.78,19.07,0.22038472060808892
94.57,2409.0,7.69,21.6,0.21640121505330495
95.06,2130.0,5.8,16.58,0.24916315273560044
96.75,2316.0,10.36,14.79,0.26347071394326643
92.04,2375.0,2.43,19.5,0.21577474376877057
91.27,2056.0,15.54,7.59,0.33971712399824455
96.57,2307.0,7.34,17.2,0.24186994079189397
94.25,2355.0,4.91,17.86,0.23064336784561776
94.68,2611.0,8.98,15.07,0.24586107219706205
98.54,2189.0,10.97,15.16,0.2680956970299388
93.95,2265.0,1.72,17.93,0.22559118694794592
92.13,2038.0,12.2,2.47,0.36333301955647124
97.81,2197.0,11.54,16.4,0.26255913077209436
93.4,2427.0,15.91,12.12,0.2924291687553607
93.71,2387.0,5.32,16.76,0.2364690610113258
92.34,2294.0,8.54,20.0,0.23234853401229083
94.12,2476.0,6.86,19.4,0.22294094072489123
92.76,2524.0,8.82,15.87,0.2455253529257706
92.4,2524.0,5.17,14.9,0.24083287581482382
93.39,2161.0,11.79,13.57,0.2835043666233371
86.98,1857.0,13.57,8.18,0.34155646200397194
98.12,2404.0,15.82,9.92,0.3047542697654674
96.98,2124.0,14.73,12.33,0.3004076526030119
98.69,2449.0,9.22,16.3,0.24510203197384509
95.52,2403.0,5.08,17.56,0.23021489415600713
93.46,2224.0,6.48,14.42,0.25978453768766685
97.64,2202.0,8.03,17.15,0.2481275865875956
94.22,2098.0,15.62,6.17,0.34583009165440903
96.22,2551.0,3.63,22.11,0.19789505621646084
95.35,2665.0,-1.89,8.78,0.24744989519888583
97.5,1928.0,17.27,11.69,0.32214771425526106
95.25,1944.0,18.72,5.61,0.3680169779093436
94.91,2667.0,9.3,21.69,0.2098944502882529
94.91,2234.0,5.89,14.51,0.2565228821340873
96.33,1993.0,11.29,13.35,0.2899306970845431
95.08,2289.0,13.78,12.89,0.2869418812825251
94.55,2449.0,3.85,18.65,0.21986470436685787
87.2,1917.0,14.53,15.18,0.29658118058481975
92.0,2138.0,5.17,17.16,0.2450955572724463
92.12,2234.0,15.79,12.1,0.3020798715611597
93.73,2252.0,3.54,20.53,0.2176381121105774
93.7,2008.0,12.82,6.15,0.3413939158092627
96.49,2115.0,9.61,14.18,0.27404531329725257
97.35,2188.0,14.61,12.28,0.2970697880479231
94.73,2295.0,4.04,19.25,0.2233677129772578
94.72,2136.0,7.89,16.99,0.25267995081085887
92.0,2153.0,17.54,9.56,0.328099795183225
93.07,1979.0,14.1,10.53,0.3187596092850264
95.71,2123.0,11.29,14.65,0.27628891665933314
92.41,2096.0,18.53,5.96,0.35825921643234404
93.38,2457.0,9.95,20.27,0.22761972270445394
92.41,2498.0,2.65,19.01,0.21384927112402896
90.76,2089.0,6.99,17.84,0.24906181686741435
97.33,2184.0,15.76,11.05,0.308626760274764
94.32,2625.0,10.2,17.26,0.23689940364219764
97.28,2520.0,1.05,19.93,0.20278974445165612
93.3,2104.0,17.15,7.98,0.3390875502503097
91.81,2134.0,7.07,14.22,0.26739819529558617
95.15,2271.0,6.38,14.65,0.2554105958718704
96.28,2219.0,8.83,9.96,0.2922417824055184
95.6,2351.0,5.63,21.74,0.2123539276595392
95.84,2536.0,7.12,19.73,0.21889988927235202
90.51,2339.0,10.69,11.15,0.2876311840322036
87.85,2188.0,12.27,15.47,0.27480632975107494
93.78,2352.0,2.47,20.34,0.21194907075592254
91.23,2277.0,6.78,14.91,0.25645413444992227
94.08,1935.0,8.21,16.48,0.26569741194933433
93.84,2042.0,17.0,5.78,0.3563397842253137
94.68,2077.0,8.44,9.18,0.30344018143340973
97.11,2408.0,6.83,13.53,0.25617470825387023
92.52,2629.0,3.69,12.31,0.24633826986052665
96.17,2147.0,10.03,14.62,0.27138614685850765
93.65,2241.0,12.88,9.19,0.3100217061987634
92.17,1931.0,7.3,16.05,0.26649976689625543
94.38,2041.0,10.21,15.86,0.2702779640421538
94.86,2468.0,5.15,18.82,0.22149685504195962
93.65,2151.0,14.28,10.9,0.3081540327632551
94.64,2465.0,3.9,10.75,0.2620093197451556
97.76,2199.0,19.08,2.63,0.374852182284252
96.51,2111.0,12.23,16.28,0.26972179807949015
96.26,2634.0,10.42,19.83,0.22289320308075145
94.79,2183.0,13.51,5.66,0.33737524209041864
92.65,2382.0,3.51,15.64,0.23816383205363723
92.45,2024.0,0.06,15.64,0.24387392644750178
95.16,2457.0,10.11,17.85,0.24020208930861442
96.61,2356.0,10.0,12.69,0.2728594142017795
91.79,2020.0,0.54,18.95,0.22793279023533555
92.49,2467.0,10.47,11.46,0.27821566147906623
97.13,2346.0,11.51,15.43,0.26165237953262194
98.31,2297.0,8.08,16.19,0.24920505064628576
90.47,2179.0,1.99,15.52,0.2440802920437346
96.77,2497.0,8.33,21.32,0.21518279073816451
90.72,2230.0,11.66,14.67,0.2745156288820539
94.66,2450.0,8.54,18.71,0.23182978432324944
94.18,2578.0,15.2,15.01,0.2656992147515636
97.8,2662.0,4.7,21.38,0.19927099260182712
93.69,2016.0,5.17,13.57,0.27011169502026733
95.14,2497.0,12.17,14.38,0.26368095138410064
94.83,2006.0,14.64,15.07,0.28988991370045736
89.18,2254.0,4.03,19.89,0.22379500250732368
96.87,2184.0,18.55,0.85,0.3866766978990058
96.02,2020.0,14.15,10.64,0.3147745254577271
93.16,2214.0,18.22,8.98,0.33048510173436846
90.61,2635.0,3.9,17.39,0.22049241922257715
91.83,2319.0,4.4,19.54,0.22295225643344257
93.96,2031.0,8.29,17.28,0.25711920565614915
89.97,2090.0,17.58,7.02,0.349338596681681
93.59,2100.0,4.44,17.27,0.2434452779457187
98.45,2319.0,13.95,9.56,0.3050539835997878
94.99,2138.0,6.84,17.64,0.24591763712934067
95.8,2189.0,11.74,16.49,0.26383468094970125
94.6,2310.0,13.22,15.09,0.27136420302850395
98.62,2361.0,14.55,9.58,0.3047083615200755
96.02,2296.0,10.55,16.25,0.25689277442317043
96.96,2222.0,6.96,17.4,0.24318392475422598
94.65,2445.0,10.87,8.46,0.29774883359131943
97.31,2327.0,11.01,12.69,0.2769266805085265
93.72,2039.0,15.16,8.37,0.33296653929937536
93.87,2336.0,4.35,19.83,0.21989727246788143
93.58,2125.0,10.87,9.4,0.3079840790972427
93.45,2035.0,14.12,11.92,0.30701021684849694
93.03,2359.0,9.46,17.44,0.24565518578107426
90.91,2160.0,20.51,7.59,0.3513971167366796
96.47,2148.0,13.73,12.61,0.2945961530441852
88.99,1833.0,16.76,10.78,0.33533835579377785
93.79,2506.0,4.62,16.61,0.23042092803455344
91.64,2235.0,6.07,15.56,0.25244376389496404
92.77,2260.0,12.01,7.33,0.3185369206286261
96.65,2653.0,5.71,16.63,0.22612510179061457
92.41,2014.0,13.59,9.31,0.32351228036315227
96.52,2245.0,2.34,17.52,0.22919581979502895
92.83,2207.0,11.11,19.15,0.24747487392113957
92.41,2302.0,9.75,19.41,0.23841641017562623
92.25,2253.0,15.14,10.27,0.31052368441193173
93.48,2018.0,16.01,8.24,0.3378801736678288
91.09,1998.0,11.94,18.68,0.26239267394237703
97.59,2573.0,3.24,20.6,0.2028270366724099
93.89,2358.0,4.54,16.58,0.23644903119635943
94.31,2250.0,8.95,17.27,0.24933627077074272
95.7,2149.0,14.09,10.71,0.30788995377037665
94.29,2282.0,7.81,17.89,0.24139188592239746
95.06,1951.0,14.36,6.89,0.3439860849118933
95.78,2324.0,10.68,15.6,0.2598175808062912
87.49,2008.0,11.92,11.96,0.3038031346392397
93.13,2247.0,4.03,13.53,0.25687941262597913
93.26,2346.0,14.74,16.42,0.2670565577363663
95.14,2459.0,9.29,17.73,0.23852266496222918
95.7,2278.0,12.98,15.84,0.2672644366741789
92.79,2265.0,5.55,6.88,0.300325645642872
97.95,2509.0,7.97,18.52,0.22762295979771302
90.42,2393.0,7.72,18.7,0.2336788720286869
93.81,2600.0,10.55,13.24,0.26144156906804616
95.35,2086.0,3.91,16.31,0.24712073094841705
91.39,1879.0,6.16,12.94,0.28418884454112214
92.65,2238.0,9.35,15.36,0.2624741740405571
94.93,2281.0,11.99,14.74,0.27093249353113436
93.94,2443.0,18.54,8.17,0.3247944112680542
96.24,2320.0,9.81,17.0,0.24944307354591683
96.47,2372.0,20.44,3.06,0.3679806682405115
96.73,2311.0,14.74,19.52,0.2495683535909741
91.91,2207.0,13.06,14.35,0.28119899056593883
89.55,2280.0,11.54,16.68,0.2607254233697562
93.24,2055.0,10.3,16.81,0.2648804514024205
93.26,2188.0,12.11,18.57,0.25418565175137364
97.29,2589.0,5.01,18.78,0.21565578119957501
94.77,2397.0,4.79,21.18,0.21153550589734846
94.85,2051.0,11.14,15.18,0.27640094724317293
91.31,1955.0,14.81,10.34,0.32436964624219256
91.38,2192.0,3.13,8.97,0.28410455120741146
95.17,2376.0,3.06,18.84,0.2195205881463432
95.27,2098.0,8.48,15.78,0.2626888060235907
92.85,2383.0,8.59,18.03,0.23909058540552913
94.65,2254.0,10.15,11.65,0.2851139958630737
94.24,2236.0,20.89,7.34,0.3487362755100695
93.41,2354.0,3.8,16.14,0.23714513030869191
98.21,2346.0,8.64,17.21,0.24310210276280395
92.31,2333.0,5.17,12.74,0.2611956944763089
95.07,2547.0,4.2,19.91,0.21043544383925994
91.76,2000.0,15.48,1.73,0.38225952935091234
92.79,2336.0,16.33,6.95,0.3314253578637335
94.2,2199.0,2.52,13.09,0.2566966898331878
92.92,2273.0,14.14,12.26,0.2936367123166049
92.96,2263.0,19.46,6.48,0.34884265515560564
92.45,2174.0,13.57,3.14,0.35611384191546974
94.17,1888.0,16.94,9.23,0.3408500302479641
84.96,1784.0,9.85,8.57,0.33121114154209186
94.33,2216.0,8.1,18.98,0.2390654612235118
94.29,2269.0,9.28,17.75,0.24680017915160007
95.87,2142.0,19.53,3.54,0.37417799595526696
93.5,2017.0,4.03,15.99,0.252985510199557
95.46,2217.0,15.92,12.07,0.3019749916951729
93.2,2161.0,8.54,17.69,0.2501561615019494
96.05,2278.0,5.85,17.06,0.23995468172259518
93.55,2464.0,11.31,2.25,0.3386250751869547
95.54,1994.0,3.88,15.66,0.25457427114102466
93.63,2521.0,8.37,15.81,0.24437730159552842
95.12,2697.0,3.57,18.66,0.20923188841050736
94.53,2275.0,8.48,15.12,0.25887879509585
93.99,1996.0,16.23,9.29,0.3325730827740628
91.99,2420.0,7.79,13.96,0.25810623823489537
93.87,2248.0,10.88,10.5,0.2950310071629253
94.01,2118.0,13.0,12.78,0.2938188627495111
95.88,2276.0,11.09,15.98,0.26093531765259115
94.34,2269.0,7.81,14.31,0.2619022319475196
93.72,2288.0,2.55,14.69,0.24421772070758407
92.63,2253.0,6.59,20.93,0.2238804911565734
93.88,2477.0,7.57,16.97,0.23764686041265082
96.17,2411.0,11.54,20.22,0.23293827129804603
93.0,1918.0,14.75,13.84,0.30290885047902166
92.02,1862.0,6.77,14.55,0.2769338608125346
88.12,1761.0,13.44,6.57,0.3564256426689378
97.64,2140.0,8.64,18.78,0.24353746903762194
89.46,2159.0,7.63,24.51,0.21333553001569724
93.06,2261.0,11.51,10.53,0.2965654104429608
95.97,2449.0,6.7,7.02,0.2927557629471739
94.3,2520.0,5.84,18.63,0.22239920144694883
95.73,2092.0,16.65,11.31,0.3151666017216799
89.99,1927.0,8.26,11.54,0.29761195778316796
93.67,2253.0,4.33,20.33,0.22067263929478564
92.87,2110.0,18.43,9.68,0.3320597738566436
96.65,2547.0,7.82,14.67,0.24676558287970551
97.14,2144.0,14.38,10.97,0.3067590304551608
95.11,2291.0,11.72,15.31,0.266284123741752
93.63,2232.0,6.11,16.02,0.24931142921525198
94.67,2045.0,12.43,15.34,0.2797100230017115
92.28,2247.0,4.34,18.11,0.23300608418031113
92.77,2041.0,10.39,17.99,0.25920679866298213
93.67,2270.0,14.56,3.56,0.3509994901193069
90.87,2324.0,7.39,17.39,0.242532963860377
93.25,2298.0,9.45,19.37,0.23764698618036928
95.37,2562.0,7.44,13.59,0.2515525057247212
88.55,2151.0,13.04,14.03,0.2871895592040386
93.28,2362.0,0.76,16.12,0.2287833897245317
94.97,2262.0,0.4,18.41,0.21942474620419755
98.77,2309.0,10.84,16.35,0.2554467352233437
92.64,2132.0,6.16,16.92,0.24919378106012988
93.06,2013.0,3.42,12.81,0.26975760609978205
96.09,2130.0,7.47,17.42,0.2487972182850925
94.79,2547.0,9.19,20.22,0.22172206048299617
85.73,2025.0,16.24,5.74,0.3589425947464339
92.36,1923.0,9.19,14.81,0.27973167400015625
94.81,2047.0,18.1,6.27,0.3560633761840868
96.16,2340.0,12.19,16.84,0.25627508941921695
94.23,2161.0,16.52,4.43,0.3573478740852091
88.4,2091.0,11.08,14.15,0.2833364798758391
95.63,2099.0,9.53,15.86,0.26510565791839286
91.85,2082.0,15.72,4.87,0.3569711162185978
97.35,2573.0,7.7,20.07,0.21665537250353661
93.71,2572.0,7.3,23.13,0.20200848573688315
91.69,2144.0,17.99,7.56,0.34344035347443236
95.52,2040.0,6.42,16.96,0.25252639801670873
90.82,1937.0,17.07,5.4,0.36630230782614026
92.47,2506.0,5.44,17.91,0.22631910711932254
93.08,1951.0,0.62,18.91,0.23067836058121988
92.42,2096.0,11.66,14.42,0.28147794217519395
96.63,2307.0,1.74,15.04,0.23812155650264244
98.1,2527.0,5.4,9.89,0.2671095097096339
95.12,2073.0,4.36,17.34,0.24337719874602975
95.7,2275.0,12.45,13.9,0.2772052651579103
92.72,2388.0,11.56,17.12,0.2522182753305979
97.4,2119.0,2.39,15.56,0.24474886792012654
93.27,2389.0,5.29,15.9,0.24110811561805173
93.86,2435.0,1.01,19.06,0.21137281847450531
91.02,2309.0,3.72,14.43,0.24911689948211052
94.38,2158.0,14.53,13.68,0.29099327372237477
93.93,2649.0,5.56,11.81,0.25295118703317215
91.75,2072.0,8.21,15.22,0.26779518683278536
93.41,2325.0,8.02,14.45,0.25960732364981226
93.5,2118.0,1.51,12.38,0.2617015898177854
90.42,2044.0,14.52,10.25,0.31992667643157524
92.27,1997.0,15.68,4.59,0.3630612452234515
94.08,2086.0,5.51,17.3,0.24666612229710716
97.11,1945.0,4.71,16.5,0.2537279775737734
93.8,1941.0,14.82,14.68,0.2964257726092775
92.53,2458.0,3.47,17.53,0.22501408050228636
95.21,2035.0,17.87,12.66,0.31359492346857715
95.73,2237.0,5.24,9.2,0.28514462418300673
90.86,2246.0,17.2,10.93,0.3139909852538674
95.72,2415.0,0.86,17.82,0.21727416111115933
94.12,2040.0,8.54,17.56,0.2557926686377948
94.69,2179.0,7.29,17.83,0.244497500168462
93.52,2179.0,4.79,17.76,0.23844218209254123
95.19,2062.0,15.67,5.99,0.348617469026476
90.17,2248.0,19.35,11.15,0.3198209003984535
95.87,2056.0,12.74,5.4,0.34256096657495
92.91,1824.0,11.99,14.3,0.2959241749706099
96.92,2221.0,2.83,12.82,0.25701324780715473
99.38,2356.0,6.12,17.46,0.2339749976574248
98.41,2411.0,16.88,9.54,0.31007384556582523
95.02,1943.0,13.86,7.95,0.33568477839731986
92.06,2016.0,8.82,16.95,0.2619956333877965
92.47,2294.0,7.01,14.48,0.2582838996279314
93.61,2134.0,4.65,16.27,0.24805794488681243
93.98,2095.0,12.72,7.53,0.3273471728004384
96.21,2146.0,9.52,15.91,0.2624327649631048
93.11,1916.0,15.58,4.23,0.36910843805697136
97.73,2227.0,8.24,18.32,0.24120256693960784
93.91,2279.0,10.78,15.37,0.26422654065018797
93.08,1965.0,4.44,17.25,0.24955979730227443
96.66,2113.0,7.08,16.54,0.25309823091116473
94.44,1948.0,1.76,16.05,0.24883421183241536
96.27,2350.0,7.43,17.25,0.24014782461475656
92.79,1961.0,4.61,19.02,0.24062056817822683
92.99,1765.0,13.23,-4.49,0.43095686506218284
93.38,2377.0,5.06,18.32,0.2280700958218208
94.57,2182.0,4.22,14.6,0.25365854132559723
93.21,2358.0,10.73,12.04,0.2803033934718723
92.89,2573.0,-1.11,14.98,0.22139595710461082
90.83,2414.0,4.94,17.12,0.23352760116381813
94.25,2194.0,15.04,7.65,0.3290966950108523
93.06,2032.0,-0.72,17.58,0.23077012400663935
93.37,2215.0,17.7,11.29,0.3136833235357883
95.16,2342.0,4.64,21.85,0.2098323137222225
91.59,2340.0,11.34,17.86,0.25002214299262315
96.95,2326.0,9.52,15.19,0.25821492537598945
98.06,2245.0,6.36,14.92,0.25377315343449336
96.26,2461.0,8.66,18.01,0.23478431374410458
95.12,2122.0,7.64,13.54,0.27218550099294203
94.47,1995.0,14.29,6.39,0.3450855922079024
94.16,2144.0,17.21,10.37,0.32117257182031256
95.63,2416.0,7.19,17.46,0.23584858633385736
92.91,2260.0,9.14,19.2,0.2394436933355257
95.49,2443.0,10.72,15.92,0.25299915088960623
96.77,2137.0,5.5,15.11,0.2555178620233194
95.41,2264.0,7.03,17.71,0.24053178331943045
95.26,2251.0,11.55,12.35,0.2850588792168984
96.86,2420.0,13.11,16.31,0.2580986118021017
95.71,2543.0,11.42,15.7,0.25176625237099837
85.54,2122.0,17.29,1.9,0.3840527434765688
93.23,2244.0,7.06,15.11,0.25675341553286185
98.56,2332.0,17.87,11.12,0.3070985405260492
95.96,2402.0,15.18,5.2,0.3341658887049479
92.71,2512.0,2.27,21.86,0.19846267818596702
95.05,2296.0,5.59,20.12,0.22278902587940722
93.44,2310.0,15.93,12.25,0.29729817032521316
92.79,2116.0,11.47,13.38,0.2860541193370932
91.38,2634.0,10.42,17.9,0.23485906225805894
90.87,2254.0,11.47,18.99,0.2481400708602024
94.41,2562.0,7.57,16.42,0.23682968110180433
93.71,2235.0,9.41,18.06,0.24715379337682614
90.58,2192.0,7.65,16.49,0.25405443912295894
94.2,2140.0,7.47,17.45,0.24896857055600924
92.25,2200.0,3.04,12.44,0.26267786974714197
92.63,2213.0,8.46,16.16,0.25646183276591733
91.98,1973.0,3.49,14.51,0.2623946546137409
95.24,2300.0,10.61,16.7,0.2546745632888729
93.92,2330.0,7.99,15.66,0.2522632792220347
95.67,2266.0,3.85,19.06,0.2246580493558904
93.03,2345.0,7.69,17.71,0.23987539496302582
96.0,2141.0,18.49,12.7,0.30971800099835595
95.08,2274.0,9.68,17.49,0.24882352566689647
94.6,2760.0,4.86,11.16,0.24948587853235876
98.81,2350.0,10.19,16.5,0.2509446794939672
93.53,2227.0,8.36,14.62,0.2639532418664841
92.78,2484.0,7.99,17.0,0.23877559576873605
98.29,2285.0,17.11,7.06,0.3332690269352968
94.35,2364.0,0.59,15.34,0.2319306676134703
91.87,2369.0,4.37,12.8,0.2571249492738451
92.01,2132.0,3.93,14.46,0.25687431796172344
98.67,2027.0,18.43,9.71,0.33331801515847
90.21,2126.0,12.64,13.61,0.2889487403257396
91.89,2178.0,15.01,9.33,0.32002524878678434
92.85,2571.0,10.9,2.9,0.3278154258400359
88.32,2203.0,5.78,17.58,0.24320200589573837
92.15,2339.0,2.74,19.58,0.21753771159991556
93.71,1877.0,12.02,14.86,0.2896838525404072
93.36,2216.0,9.48,17.47,0.25158824797641405
93.0,2411.0,14.78,9.9,0.3035801122382077
94.56,2237.0,1.45,9.93,0.2698682957070461
91.53,2135.0,7.34,15.35,0.26175009372035707
98.27,2182.0,9.59,13.18,0.27602991333965365
94.38,1906.0,13.11,7.23,0.3401539247840348
90.81,2043.0,13.64,9.46,0.32200180548707213
93.49,2104.0,14.86,9.89,0.3188891429984994
98.18,2406.0,17.3,7.94,0.3220462103988564
95.4,2172.0,9.46,15.79,0.26212380493284304
95.89,2385.0,5.46,20.29,0.21773868076373462
90.96,2231.0,16.52,10.34,0.31625278199133633
87.94,2019.0,8.51,14.22,0.27865705557343273
93.06,2020.0,14.73,10.74,0.31741821149574445
88.34,1937.0,12.96,12.22,0.308591480370892
98.24,2368.0,14.92,4.37,0.33942944683736853
91.6,2176.0,16.54,11.4,0.3119916075519303
95.56,2483.0,4.16,17.85,0.22302158622073864
90.63,1855.0,14.07,8.71,0.3380445263383531
89.47,2413.0,12.03,21.64,0.2292869782088547
97.99,1973.0,15.7,5.11,0.3579854464933424
95.45,2273.0,5.76,18.04,0.23489854772146168
96.14,2384.0,12.5,11.68,0.2853640823491987
94.35,2368.0,4.79,17.04,0.23407881025883767
92.01,2000.0,13.23,10.43,0.3160085620686048
92.19,2191.0,17.1,1.83,0.37669130389107336
88.49,2164.0,0.06,14.23,0.24721338513475216
96.38,2505.0,17.12,7.21,0.3220336815323291
95.62,2553.0,10.14,15.06,0.2513050154823476
93.6,2470.0,4.39,19.32,0.21738839405136814
94.31,2357.0,13.97,15.4,0.26976257136224024
97.18,2801.0,8.69,17.76,0.22196388885147125
93.48,2386.0,6.54,19.21,0.2269528138901909
96.27,2587.0,6.39,14.86,0.24020723191893734
94.57,2060.0,13.67,13.93,0.2913808492701098
93.63,2461.0,2.89,16.29,0.22938650114591522
91.71,2151.0,4.04,17.11,0.24179395090469707
